evaluation_stage,year,top_n,round_trip_cost_rate,observations,gross_final_return,net_final_return,vnindex_final_return,equal_weight_30_final_return,excess_vs_vnindex,excess_vs_equal_weight_30,sharpe_annualized,max_drawdown,max_drawdown_method,positive_period_rate
walk_forward_validation,2023,8,0.002,11,0.107476044513233,0.08353834318024367,0.027096046867038925,-0.013682250136289764,0.05644229631320474,0.09722059331653343,0.5551810885294309,-0.17714223022942122,period_end_equity_curve,0.7272727272727273
walk_forward_validation,2023,8,0.004,11,0.107476044513233,0.06007179162084686,0.027096046867038925,-0.035213763667432896,0.032975744753807934,0.09528555528827976,0.4290199739553683,-0.18228497010435507,period_end_equity_curve,0.5454545454545454
walk_forward_validation,2023,8,0.006,11,0.107476044513233,0.03706802992234004,0.027096046867038925,-0.05631720594320799,0.009971983055301115,0.09338523586554803,0.302858859381306,-0.18752600460834057,period_end_equity_curve,0.5454545454545454
walk_forward_validation,2023,10,0.0,11,0.08954100702230838,0.08954100702230838,0.027096046867038925,0.008285132097841652,0.06244496015526946,0.08125587492446673,0.650870867210929,-0.14785108160143767,period_end_equity_curve,0.5454545454545454
walk_forward_validation,2023,10,0.002,11,0.08954100702230838,0.06596576402629295,0.027096046867038925,-0.013682250136289764,0.038869717159254025,0.07964801416258271,0.5049631918956554,-0.15323612218828142,period_end_equity_curve,0.5454545454545454
walk_forward_validation,2023,10,0.004,11,0.08954100702230838,0.04285507371101427,0.027096046867038925,-0.035213763667432896,0.015759026843975343,0.07806883737844716,0.3590555165803822,-0.15859844242523236,period_end_equity_curve,0.5454545454545454
walk_forward_validation,2023,10,0.006,11,0.08954100702230838,0.020200682975906936,0.027096046867038925,-0.05631720594320799,-0.006895363891131989,0.07651788891911493,0.2131478412651089,-0.16393809031229045,period_end_equity_curve,0.5454545454545454
walk_forward_validation,2024,2,0.0,11,0.20279013824444592,0.20279013824444592,0.08008944211980507,0.12193874029418161,0.12270069612464085,0.0808513979502643,1.0221655363788107,-0.11734494213403279,period_end_equity_curve,0.5454545454545454
walk_forward_validation,2024,2,0.002,11,0.20279013824444592,0.17697872230833567,0.08008944211980507,0.09773389435688462,0.0968892801885306,0.07924482795145105,0.9132305253166192,-0.1281077254249109,period_end_equity_curve,0.5454545454545454
walk_forward_validation,2024,2,0.004,11,0.20279013824444592,0.15167167185657626,0.08008944211980507,0.07400463444645045,0.0715822297367712,0.07766703741012582,0.8042955142544277,-0.13876093446802173,period_end_equity_curve,0.45454545454545453
walk_forward_validation,2024,2,0.006,11,0.20279013824444592,0.12686010255262925,0.08008944211980507,0.05074253525720884,0.046770660432824185,0.07611756729542041,0.6953605031922364,-0.14930546342293216,period_end_equity_curve,0.45454545454545453
walk_forward_validation,2024,3,0.0,11,0.3927502393707367,0.3927502393707367,0.08008944211980507,0.12193874029418161,0.31266079725093165,0.2708114990765551,2.4316147402224355,-0.03098078362453094,period_end_equity_curve,0.7272727272727273
walk_forward_validation,2024,3,0.002,11,0.3927502393707367,0.36327936389807425,0.08008944211980507,0.09773389435688462,0.2831899217782692,0.2655454695411896,2.2772390717639786,-0.03298078362453094,period_end_equity_curve,0.7272727272727273
walk_forward_validation,2024,3,0.004,11,0.3927502393707367,0.334376401099884,0.08008944211980507,0.07400463444645045,0.2542869589800789,0.26037176665343353,2.1228634033055216,-0.03498078362453094,period_end_equity_curve,0.7272727272727273
