metric,estimate_mean,ci_95_lower,ci_95_upper,bootstrap_iterations,block_length_sessions
top3_precision,0.40487481804949055,0.3056768558951965,0.5080058224163028,2000,20
market_prevalence,0.40042991266375544,0.3563173216885007,0.4410553129548762,2000,20
top3_precision_difference,0.004444905385735076,-0.08502547307132463,0.08911208151382814,2000,20
